id_reporte,fecha_registro,hora_registro,tipo_reporte,prioridad,canal,unidad_gaula_receptora,estado_caso,fase_operativa,nombre_reportante,identificacion_reportante,telefono_reportante,ubicacion_suceso,departamento,municipio,barrio_vereda,latitud,longitud,descripcion_hechos,numero_telefonico_asociado,alias_sospechoso,medio_cuenta_pago,monto_exigido_perdida_estimada,evidencias,observaciones_operador,modalidad,posible_grupo,riesgo_victima,tiempo_transcurrido_horas,patron_detectado,score_riesgo,tendencia_inteligencia,nodo_relacionado,dato_sintetico;;;
"NEXO-147-00443,2026-03-03,21:38,Extorsión,Alta,WhatsApp Institucional,GAULA Meta,Asignado a unidad,Verificación inicial,Mariana Ortega Ortega,DEMO-CC-24533010,3914785793,""Buenaventura, Sur"",Valle del Cauca,Buenaventura,Sur,3.904805,-77.043524,""Reporte sintético de extorsión bajo modalidad extorsión digital en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3219071086,La Voz,Nequi / CTA-DEMO-013,649805,Mensaje SMS"; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Extorsión digital,Red local ficticia Alfa,Medio,158,pico_mensajeria_nocturna,75,Crecimiento semanal,La Voz|CTA-DEMO-013|3219071086,SI;;
"NEXO-147-00444,2026-03-24,21:53,Extorsión,Alta,Línea 147,GAULA Valle,Cerrado preventivo,Seguimiento,Valentina Gómez Gómez,DEMO-CC-34070041,3316818984,""Palmira, Terminal"",Valle del Cauca,Palmira,Terminal,3.570578,-76.308702,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Palmira. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3744170326,R-21,Giro nacional / CTA-DEMO-395,663785,Correo amenazante"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: analista.demo2.,Amenaza por mensajería,Red local ficticia Alfa,Medio,51,llamadas_recurrentes,75,Uso de cuenta repetida,R-21|CTA-DEMO-395|3744170326,SI;;
"NEXO-147-00445,2026-03-19,14:26,Extorsión,Crítica,Línea 147,GAULA Valle,En análisis,Coordinación operativa,Mateo Gómez Cárdenas,DEMO-CC-43345509,3884701771,""Puerto Gaitán, Sector Comercial"",Meta,Puerto Gaitán,Sector Comercial,4.334887,-72.107641,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Puerto Gaitán. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3862384852,Sombra,Cuenta corresponsal / CTA-DEMO-432,0,Mensaje SMS"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: director.demo.,Cobro intimidatorio,Célula financiera ficticia,Bajo,191,alias_reutilizado,83,Reincidencia por alias,Sombra|CTA-DEMO-432|3862384852,SI;;
"NEXO-147-00446,2026-03-26,11:08,Extorsión,Crítica,Presencial,GAULA Cundinamarca,Recibido,Verificación inicial,Sebastián Mejía Peña,DEMO-CC-69049701,3251747518,""Buenaventura, Vereda La Esperanza"",Valle del Cauca,Buenaventura,Vereda La Esperanza,3.881801,-77.051832,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3382442374,Alias-142,Giro nacional / CTA-DEMO-866,373826,Número telefónico,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: operador.demo2.,Amenaza por mensajería,Red local ficticia Alfa,Crítico,34,monto_bajo_repetitivo,100,Uso de cuenta repetida,Alias-142|CTA-DEMO-866|3382442374,SI";;;
"NEXO-147-00447,2025-06-08,20:46,Extorsión,Crítica,Correo Institucional,GAULA Bogotá,En análisis,Recepción,Sebastián Molina Mejía,DEMO-CC-20369960,3436860725,""Bucaramanga, Sector Comercial"",Santander,Bucaramanga,Sector Comercial,7.121317,-73.152361,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bucaramanga. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3958873115,El Mensajero,Cuenta corresponsal / CTA-DEMO-019,77425082,Captura WhatsApp"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo1.,Extorsión digital,Célula financiera ficticia,Alto,234,pico_mensajeria_nocturna,100,Sin tendencia clara,El Mensajero|CTA-DEMO-019|3958873115,SI;;
"NEXO-147-00448,2025-12-02,16:34,Amenaza,Media,Línea 147,GAULA Bogotá,En verificación,Recepción,Mariana Castro Ramírez,DEMO-CC-43647889,3944000145,""Bello, Norte"",Antioquia,Bello,Norte,6.37443,-75.544843,""Reporte sintético de amenaza bajo modalidad retención simulada en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3034812976,Alias-357,Sin cuenta reportada,14198872,Captura WhatsApp"; Mensaje SMS; Comprobante de pago; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo1.,Retención simulada,Red digital ficticia Beta,Alto,82,pico_mensajeria_nocturna,77,Crecimiento semanal,Alias-357|CTA-DEMO-631|3034812976,SI
"NEXO-147-00449,2026-04-08,08:32,Secuestro,Media,Correo Institucional,GAULA Santander,Recibido,Coordinación operativa,Diana Vargas Vargas,DEMO-CC-30958960,3538027910,""Buenaventura, Barrio El Progreso"",Valle del Cauca,Buenaventura,Barrio El Progreso,3.918915,-77.019045,""Reporte sintético de secuestro bajo modalidad suplantación familiar en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3994259185,Alias-334,Cuenta corresponsal / CTA-DEMO-018,3799852,Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo2.,Suplantación familiar,Célula financiera ficticia,Alto,114,alias_reutilizado,68,Reincidencia por alias,Alias-334|CTA-DEMO-018|3994259185,SI";;;
"NEXO-147-00450,2026-04-27,23:10,Desaparición asociada,Alta,Línea 147,GAULA Bogotá,Cerrado preventivo,Recepción,Diana Ramírez Mejía,DEMO-CC-78033912,3178212612,""Bogotá, Zona Industrial"",Bogotá D.C.,Bogotá,Zona Industrial,4.677836,-74.069538,""Reporte sintético de desaparición asociada bajo modalidad retención simulada en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3397949082,Alias-777,Cripto billetera demo / CTA-DEMO-285,26874926,Captura WhatsApp"; Mensaje SMS; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Retención simulada,Célula financiera ficticia,Crítico,235,pico_mensajeria_nocturna,100,Concentración geográfica,Alias-777|CTA-DEMO-285|3397949082,SI;
"NEXO-147-00451,2026-03-23,21:10,Amenaza,Alta,Web Demo,GAULA Valle,Asignado a unidad,Coordinación operativa,Valentina Suárez Rodríguez,DEMO-CC-36499132,3191809015,""Bello, Sector Comercial"",Antioquia,Bello,Sector Comercial,6.311604,-75.577094,""Reporte sintético de amenaza bajo modalidad suplantación familiar en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3808167666,El Primo,Nequi / CTA-DEMO-144,0,Captura WhatsApp"; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: operador.demo1.,Suplantación familiar,Red local ficticia Alfa,Alto,96,zona_terminal_transporte,83,Crecimiento semanal,El Primo|CTA-DEMO-144|3808167666,SI;;
"NEXO-147-00452,2025-07-14,07:02,Amenaza,Media,Línea 147,GAULA Valle,Asignado a unidad,Recepción,Mariana Castro Ortega,DEMO-CC-22177819,3534229275,""Floridablanca, Vereda La Esperanza"",Santander,Floridablanca,Vereda La Esperanza,7.023542,-73.059404,""Reporte sintético de amenaza bajo modalidad suplantación autoridad en Floridablanca. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3942805414,Alias-297,Sin cuenta reportada,19908584,Mensaje SMS"; Correo amenazante; Audio de llamada; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: analista.demo1.,Suplantación autoridad,Grupo oportunista ficticio,Alto,188,zona_terminal_transporte,79,Crecimiento semanal,Alias-297|CTA-DEMO-891|3942805414,SI
"NEXO-147-00453,2026-01-08,22:46,Fraude con intimidación,Media,Línea 147,GAULA Cundinamarca,Escalado operativo,Cierre,Juan Rodríguez Peña,DEMO-CC-77866153,3161195437,""Girardot, Barrio El Progreso"",Cundinamarca,Girardot,Barrio El Progreso,4.324544,-74.801129,""Reporte sintético de fraude con intimidación bajo modalidad suplantación familiar en Girardot. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3261577724,Comando 17,Nequi / CTA-DEMO-881,3192776,Comprobante de pago"; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Suplantación familiar,Red digital ficticia Beta,Alto,84,alias_reutilizado,68,Reincidencia por alias,Comando 17|CTA-DEMO-881|3261577724,SI;;
"NEXO-147-00454,2026-04-21,08:40,Extorsión,Alta,Línea 147,GAULA Antioquia,En análisis,Coordinación operativa,Carolina Castro Gómez,DEMO-CC-75007596,3076858950,""Zipaquirá, Barrio El Progreso"",Cundinamarca,Zipaquirá,Barrio El Progreso,5.006173,-73.997304,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Zipaquirá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3251931189,Alias-158,Giro nacional / CTA-DEMO-010,50997196,Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: operador.demo1.,Amenaza por mensajería,Red digital ficticia Beta,Alto,237,zona_terminal_transporte,100,Concentración geográfica,Alias-158|CTA-DEMO-010|3251931189,SI";;;
"NEXO-147-00455,2026-05-21,09:54,Extorsión,Crítica,Línea 147,GAULA Bolívar,Recibido,Cierre,Mateo Suárez Rodríguez,DEMO-CC-92579488,3812985926,""Buenaventura, Norte"",Valle del Cauca,Buenaventura,Norte,3.894108,-77.00426,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3425219065,Alias-514,Cripto billetera demo / CTA-DEMO-012,829964,Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: analista.demo2.,Amenaza por mensajería,Red digital ficticia Beta,Alto,42,zona_terminal_transporte,97,Concentración geográfica,Alias-514|CTA-DEMO-012|3425219065,SI";;;
"NEXO-147-00456,2025-09-23,12:59,Fraude con intimidación,Crítica,WhatsApp Institucional,GAULA Bogotá,En verificación,Análisis de inteligencia,Camila Salazar Moreno,DEMO-CC-85255073,3911838392,""Malambo, Terminal"",Atlántico,Malambo,Terminal,10.861687,-74.756618,""Reporte sintético de fraude con intimidación bajo modalidad suplantación familiar en Malambo. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3655239974,Omega,Giro nacional / CTA-DEMO-018,546618,Mensaje SMS"; Correo amenazante; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Suplantación familiar,Grupo oportunista ficticio,Crítico,162,pico_mensajeria_nocturna,100,Reincidencia por alias,Omega|CTA-DEMO-018|3655239974,SI;
"NEXO-147-00457,2026-03-21,22:01,Extorsión,Baja,Línea 147,GAULA Cundinamarca,En análisis,Análisis de inteligencia,Santiago Suárez Castro,DEMO-CC-42700504,3107055082,""Bogotá, Sur"",Bogotá D.C.,Bogotá,Sur,4.682599,-74.096274,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3958127507,Comando 17,Giro nacional / CTA-DEMO-499,240028,Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: director.demo.,Extorsión digital,Grupo oportunista ficticio,Bajo,216,monto_bajo_repetitivo,40,Crecimiento semanal,Comando 17|CTA-DEMO-499|3958127507,SI";;;
"NEXO-147-00458,2025-02-22,22:01,Amenaza,Baja,Línea 147,GAULA Antioquia,En análisis,Análisis de inteligencia,Natalia López Rodríguez,DEMO-CC-50743534,3776644669,""Bogotá, Occidente"",Bogotá D.C.,Bogotá,Occidente,4.712398,-74.061852,""Reporte sintético de amenaza bajo modalidad paquete retenido falso en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3171843109,R-21,Daviplata / CTA-DEMO-014,11748908,Mensaje SMS"; Comprobante de pago; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Paquete retenido falso,Actor desconocido,Medio,30,pico_mensajeria_nocturna,55,Concentración geográfica,R-21|CTA-DEMO-014|3171843109,SI;
"NEXO-147-00459,2025-05-14,17:45,Amenaza,Alta,WhatsApp Institucional,GAULA Cundinamarca,Cerrado preventivo,Coordinación operativa,Juan López Castro,DEMO-CC-40950707,3041079457,""Chía, Occidente"",Cundinamarca,Chía,Occidente,4.843017,-74.076594,""Reporte sintético de amenaza bajo modalidad suplantación autoridad en Chía. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3442444909,El Mensajero,Cuenta corresponsal / CTA-DEMO-547,32564162,Comprobante de pago"; Número telefónico; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: amenaza_familiar. Operador: director.demo.,Suplantación autoridad,Actor desconocido,Alto,214,amenaza_familiar,99,Concentración geográfica,El Mensajero|CTA-DEMO-547|3442444909,SI;
"NEXO-147-00460,2025-06-13,18:13,Extorsión,Crítica,Correo Institucional,GAULA Atlántico,Recibido,Seguimiento,Paula Gómez Acosta,DEMO-CC-11084463,3748762892,""Cali, Sector Comercial"",Valle del Cauca,Cali,Sector Comercial,3.461827,-76.526397,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3482673624,Delta,Daviplata / CTA-DEMO-019,44153372,Audio de llamada"; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: analista.demo2.,Cobro intimidatorio,Actor desconocido,Crítico,54,monto_bajo_repetitivo,100,Uso de cuenta repetida,Delta|CTA-DEMO-019|3482673624,SI;;
"NEXO-147-00461,2025-08-18,09:36,Extorsión,Media,WhatsApp Institucional,GAULA Bogotá,En análisis,Verificación inicial,Andrea Castro Martínez,DEMO-CC-18753319,3737362638,""Bogotá, Centro"",Bogotá D.C.,Bogotá,Centro,4.738176,-74.053216,""Reporte sintético de extorsión bajo modalidad falso servicio en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3573058652,R-21,Daviplata / CTA-DEMO-198,3602402,Captura WhatsApp"; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo2.,Falso servicio,Red local ficticia Alfa,Bajo,228,pagos_billetera_digital,54,Uso de cuenta repetida,R-21|CTA-DEMO-198|3573058652,SI;;
"NEXO-147-00462,2025-10-11,20:58,Extorsión,Crítica,Correo Institucional,GAULA Antioquia,En análisis,Verificación inicial,Sebastián Castro Cárdenas,DEMO-CC-16984458,3656136377,""Puerto Gaitán, Terminal"",Meta,Puerto Gaitán,Terminal,4.351284,-72.105612,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Puerto Gaitán. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3432537399,Alias-155,Cripto billetera demo / CTA-DEMO-262,55859916,Captura WhatsApp"; Número telefónico; Audio de llamada; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: operador.demo2.,Cobro intimidatorio,Célula financiera ficticia,Alto,60,zona_terminal_transporte,100,Concentración geográfica,Alias-155|CTA-DEMO-262|3432537399,SI
"NEXO-147-00463,2026-02-02,10:20,Desaparición asociada,Alta,Línea 147,GAULA Bolívar,Escalado operativo,Cierre,Luisa Martínez Ramírez,DEMO-CC-94614769,3139823018,""Palmira, Occidente"",Valle del Cauca,Palmira,Occidente,3.565544,-76.275391,""Reporte sintético de desaparición asociada bajo modalidad paquete retenido falso en Palmira. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3025791384,R-21,Sin cuenta reportada,2767383,Correo amenazante"; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Paquete retenido falso,Actor desconocido,Medio,75,alias_reutilizado,76,Reincidencia por alias,R-21|CTA-DEMO-633|3025791384,SI;;
"NEXO-147-00464,2026-05-17,05:57,Extorsión,Alta,WhatsApp Institucional,GAULA Cundinamarca,En verificación,Análisis de inteligencia,Paula Torres Ortega,DEMO-CC-18223973,3759607828,""Bello, Vereda La Esperanza"",Antioquia,Bello,Vereda La Esperanza,6.319313,-75.560157,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3568652594,El Primo,Cripto billetera demo / CTA-DEMO-542,5104556,Audio de llamada"; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: director.demo.,Extorsión digital,Sin determinar,Alto,120,monto_bajo_repetitivo,85,Crecimiento semanal,El Primo|CTA-DEMO-542|3568652594,SI;;
"NEXO-147-00465,2026-05-03,23:26,Extorsión,Media,Línea 147,GAULA Antioquia,Recibido,Recepción,Carlos Rodríguez Gómez,DEMO-CC-93058297,3319189166,""Bello, Occidente"",Antioquia,Bello,Occidente,6.336019,-75.568446,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3025791384,Alias-181,Daviplata / CTA-DEMO-810,15999073,Audio de llamada"; Captura WhatsApp; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: operador.demo1.,Amenaza por mensajería,Actor desconocido,Bajo,143,llamadas_recurrentes,63,Crecimiento semanal,Alias-181|CTA-DEMO-810|3025791384,SI;
"NEXO-147-00466,2026-03-24,23:51,Extorsión,Crítica,Línea 147,GAULA Meta,En verificación,Cierre,Andrea Acosta Peña,DEMO-CC-83316976,3965892998,""Bogotá, Sector Comercial"",Bogotá D.C.,Bogotá,Sector Comercial,4.749434,-74.07803,""Reporte sintético de extorsión bajo modalidad paquete retenido falso en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3946199547,El Norte,Daviplata / CTA-DEMO-197,0,Mensaje SMS"; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo1.,Paquete retenido falso,Sin determinar,Alto,106,alias_reutilizado,97,Reincidencia por alias,El Norte|CTA-DEMO-197|3946199547,SI;;
"NEXO-147-00467,2025-04-08,01:27,Extorsión,Alta,Correo Institucional,GAULA Bolívar,Escalado operativo,Seguimiento,Andrea Ortega Pardo,DEMO-CC-43968754,3855756629,""Bogotá, Vereda La Esperanza"",Bogotá D.C.,Bogotá,Vereda La Esperanza,4.704426,-74.057467,""Reporte sintético de extorsión bajo modalidad paquete retenido falso en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3314597187,Alias-988,Daviplata / CTA-DEMO-927,58953105,Audio de llamada"; Número telefónico; Mensaje SMS; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Paquete retenido falso,Red digital ficticia Beta,Crítico,213,pico_mensajeria_nocturna,100,Concentración geográfica,Alias-988|CTA-DEMO-927|3314597187,SI
"NEXO-147-00468,2026-01-21,21:50,Extorsión,Alta,Línea 147,GAULA Antioquia,En verificación,Coordinación operativa,Diana Ramírez Martínez,DEMO-CC-50936121,3185660701,""Soacha, Zona Industrial"",Cundinamarca,Soacha,Zona Industrial,4.618012,-74.190945,""Reporte sintético de extorsión bajo modalidad extorsión digital en Soacha. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3798524069,Alias-615,Sin cuenta reportada,4772430,Audio de llamada"; Captura WhatsApp; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Extorsión digital,Red digital ficticia Beta,Alto,173,pico_mensajeria_nocturna,90,Concentración geográfica,Alias-615|CTA-DEMO-149|3798524069,SI;
"NEXO-147-00469,2026-03-14,10:36,Extorsión,Crítica,Línea 147,GAULA Cundinamarca,En análisis,Seguimiento,Julián Castro Torres,DEMO-CC-99849416,3886024159,""Medellín, Zona Industrial"",Antioquia,Medellín,Zona Industrial,6.271662,-75.613598,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Medellín. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3122074628,El Norte,Bancolombia cuenta ahorro / CTA-DEMO-229,74270212,Captura WhatsApp"; Mensaje SMS; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo1.,Amenaza por mensajería,Célula financiera ficticia,Alto,132,pagos_billetera_digital,100,Uso de cuenta repetida,El Norte|CTA-DEMO-229|3122074628,SI;
"NEXO-147-00470,2025-05-27,07:33,Secuestro,Media,WhatsApp Institucional,GAULA Cundinamarca,Asignado a unidad,Análisis de inteligencia,Mariana Suárez Pardo,DEMO-CC-83932245,3163697782,""Acacías, Centro"",Meta,Acacías,Centro,3.962014,-73.753966,""Reporte sintético de secuestro bajo modalidad falso servicio en Acacías. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3518043924,Alias-742,Sin cuenta reportada,18629585,Correo amenazante"; Número telefónico; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: operador.demo1.,Falso servicio,Actor desconocido,Bajo,88,llamadas_recurrentes,64,Concentración geográfica,Alias-742|CTA-DEMO-019|3518043924,SI;
"NEXO-147-00471,2025-07-27,14:42,Extorsión,Media,Remisión Fiscalía,GAULA Meta,En verificación,Seguimiento,Mateo Moreno Herrera,DEMO-CC-56513013,3214324000,""Barranquilla, Centro"",Atlántico,Barranquilla,Centro,10.969556,-74.770678,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Barranquilla. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3939432377,R-21,Sin cuenta reportada,581673,Comprobante de pago"; Audio de llamada; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo1.,Amenaza por mensajería,Sin determinar,Medio,74,alias_reutilizado,64,Reincidencia por alias,R-21|CTA-DEMO-769|3939432377,SI;
"NEXO-147-00472,2026-04-12,21:34,Amenaza,Media,Línea 147,GAULA Atlántico,Escalado operativo,Seguimiento,Felipe Rojas Pardo,DEMO-CC-89199337,3502257716,""Rionegro, Centro"",Antioquia,Rionegro,Centro,6.147835,-75.344916,""Reporte sintético de amenaza bajo modalidad suplantación familiar en Rionegro. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3219731261,Alias-441,Sin cuenta reportada,519153,Sin evidencia inicial,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Suplantación familiar,Célula financiera ficticia,Alto,64,pico_mensajeria_nocturna,67,Crecimiento semanal,Alias-441|CTA-DEMO-005|3219731261,SI";;;
"NEXO-147-00473,2026-01-10,16:48,Extorsión,Crítica,Línea 147,GAULA Atlántico,Recibido,Verificación inicial,Carolina Vargas Ramírez,DEMO-CC-45422429,3984082913,""Cartagena, Occidente"",Bolívar,Cartagena,Occidente,10.424681,-75.440871,""Reporte sintético de extorsión bajo modalidad falso servicio en Cartagena. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3424894673,Alias-497,Nequi / CTA-DEMO-168,5128390,Audio de llamada"; Captura WhatsApp; Mensaje SMS; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: sin_patron_confirmado. Operador: operador.demo2.,Falso servicio,Actor desconocido,Alto,113,sin_patron_confirmado,96,Uso de cuenta repetida,Alias-497|CTA-DEMO-168|3424894673,SI
"NEXO-147-00474,2025-12-26,03:33,Extorsión,Alta,Línea 147,GAULA Valle,En análisis,Coordinación operativa,Natalia Ramírez Mejía,DEMO-CC-82404905,3926997304,""Magangué, Norte"",Bolívar,Magangué,Norte,9.213713,-74.777713,""Reporte sintético de extorsión bajo modalidad retención simulada en Magangué. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3333200987,Comando 17,Daviplata / CTA-DEMO-018,43045589,Enlace sospechoso"; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Retención simulada,Actor desconocido,Crítico,27,pico_mensajeria_nocturna,100,Concentración geográfica,Comando 17|CTA-DEMO-018|3333200987,SI;;
"NEXO-147-00475,2026-03-22,10:53,Fraude con intimidación,Crítica,Línea 147,GAULA Atlántico,Escalado operativo,Análisis de inteligencia,Natalia Cárdenas Vargas,DEMO-CC-29916597,3997047926,""Palmira, Norte"",Valle del Cauca,Palmira,Norte,3.51086,-76.322977,""Reporte sintético de fraude con intimidación bajo modalidad paquete retenido falso en Palmira. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3887403982,Sombra,Sin cuenta reportada,76880297,Número telefónico"; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: director.demo.,Paquete retenido falso,Actor desconocido,Alto,62,pagos_billetera_digital,100,Uso de cuenta repetida,Sombra|CTA-DEMO-012|3887403982,SI;;
"NEXO-147-00476,2025-10-30,21:24,Fraude con intimidación,Crítica,WhatsApp Institucional,GAULA Bolívar,Escalado operativo,Análisis de inteligencia,Laura Molina Acosta,DEMO-CC-77323727,3392631992,""Bogotá, Norte"",Bogotá D.C.,Bogotá,Norte,4.744822,-74.098521,""Reporte sintético de fraude con intimidación bajo modalidad retención simulada en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3862920680,Alias-544,Cripto billetera demo / CTA-DEMO-170,55555653,Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Retención simulada,Red local ficticia Alfa,Alto,119,pico_mensajeria_nocturna,100,Concentración geográfica,Alias-544|CTA-DEMO-170|3862920680,SI";;;
"NEXO-147-00477,2026-05-24,22:29,Extorsión,Crítica,Línea 147,GAULA Cundinamarca,En verificación,Análisis de inteligencia,Carolina Herrera Pardo,DEMO-CC-51570454,3924187681,""Palmira, Occidente"",Valle del Cauca,Palmira,Occidente,3.51764,-76.287986,""Reporte sintético de extorsión bajo modalidad suplantación familiar en Palmira. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3569065167,Alias-275,Bancolombia cuenta ahorro / CTA-DEMO-954,0,Captura WhatsApp"; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo1.,Suplantación familiar,Grupo oportunista ficticio,Crítico,98,pico_mensajeria_nocturna,100,Incremento en horario nocturno,Alias-275|CTA-DEMO-954|3569065167,SI;;
